id,id_pelicula,id_usuario,puntuacion,fecha
,s871,237,4.8,2022-08-01
,s2727,475,2.2,2021-11-01
,s1086,901,4.2,2023-09-01
,s598,307,1.6,2021-11-01
,s4449,726,7.0,2018-05-01
,s785,315,1.4,2021-07-01
,s6716,104,2.3,2018-05-01
,s2160,75,4.3,2022-12-01
,s6974,142,5.2,2022-08-01
,s6361,505,5.1,2021-10-01
,s6668,672,2.4,2021-06-01
,s436,725,1.4,2022-11-01
,s3620,543,6.6,2022-06-01
,s6832,400,5.5,2021-11-01
,s6187,2,8.2,2022-12-01
,s1836,469,5.2,2022-12-01
,s3007,599,7.9,2021-06-01
,s3824,297,1.9,2018-12-01
,s5310,182,5.8,2021-04-01
,s1662,956,5.6,2021-06-01
,s7837,480,4.1,2023-05-01
,s2293,331,8.3,2023-05-01
,s3297,333,9.3,2022-04-01
,s8032,149,7.6,2018-01-01
,s5919,33,7.3,2022-02-01
,s7254,633,9.5,2020-08-01
,s2280,692,7.2,2023-07-01
,s3528,934,4.9,2020-02-01
,s3439,917,4.8,2023-10-01
,s4244,300,1.0,2021-04-01
,s6307,900,4.7,2018-12-01
,s6906,607,3.8,2019-02-01
,s6145,568,5.3,2023-02-01
,s6511,310,9.8,2019-04-01
,s4068,18,5.1,2020-01-01
,s412,777,6.3,2018-04-01
,s8601,675,1.9,2018-03-01
,s2608,5,6.2,2019-05-01
,s849,535,2.1,2020-11-01
,s5740,898,5.5,2019-10-01
,s8580,525,6.1,2021-09-01
,s2312,502,8.3,2020-01-01
,s1471,627,8.5,2018-08-01
,s5576,804,2.8,2020-09-01
,s8442,944,8.8,2022-10-01
,s3416,895,4.3,2021-06-01
,s1030,325,2.0,2018-09-01
,s1747,28,4.2,2022-11-01
,s2916,928,1.2,2019-02-01
,s6585,490,5.8,2019-05-01
,s1593,832,9.6,2019-01-01
,s2470,119,9.4,2018-09-01
,s2482,727,1.1,2020-09-01
,s7374,134,4.8,2018-03-01
,s3012,896,8.2,2019-04-01
,s3585,38,2.8,2022-06-01
,s872,593,5.5,2022-10-01
,s8289,193,4.9,2022-03-01
,s3020,19,9.2,2020-02-01
,s8456,254,9.9,2020-09-01
,s4683,343,1.9,2018-08-01
,s313,365,2.8,2019-03-01
,s1819,187,9.9,2021-08-01
,s7607,409,6.8,2020-04-01
,s4888,405,1.5,2023-08-01
,s8619,827,2.3,2020-05-01
,s2607,966,4.1,2023-03-01
,s7671,626,6.7,2023-02-01
,s190,48,9.8,2020-11-01
,s7276,94,3.8,2022-12-01
,s4398,692,8.2,2022-10-01
,s638,514,8.1,2018-03-01
,s6374,257,3.7,2019-08-01
,s7301,346,5.1,2018-02-01
,s3003,95,2.4,2020-06-01
,s7851,905,6.5,2018-10-01
,s696,69,7.4,2018-04-01
,s6881,609,4.9,2023-04-01
,s8723,471,4.0,2019-03-01
,s2085,727,9.1,2019-08-01
,s5224,274,8.1,2021-01-01
,s6643,920,6.8,2018-07-01
,s7648,119,2.0,2023-07-01
,s7589,535,1.2,2021-08-01
,s8750,135,8.4,2018-03-01
,s2040,1000,6.0,2022-10-01
,s6931,16,8.9,2018-12-01
,s4568,870,5.7,2021-11-01
,s3038,109,7.6,2020-05-01
,s3707,362,8.9,2019-08-01
,s6337,730,7.5,2021-01-01
,s7618,175,2.6,2019-08-01
,s7120,796,6.9,2021-02-01
,s8018,598,7.5,2021-05-01
,s6121,805,9.8,2023-08-01
,s8674,128,7.8,2023-06-01
,s8429,469,4.4,2020-11-01
,s1137,262,7.9,2020-02-01
,s2495,284,5.9,2020-10-01
,s1170,304,8.6,2021-12-01
,s703,363,5.3,2019-08-01
,s8733,559,4.1,2019-12-01
,s2035,704,3.2,2021-07-01
,s6064,725,3.3,2020-10-01
,s6055,899,9.2,2021-08-01
,s3252,297,7.3,2022-01-01
,s4154,675,9.7,2021-09-01
,s4986,744,4.0,2020-11-01
,s3816,932,10.0,2022-03-01
,s5609,95,3.2,2022-10-01
,s1658,52,5.1,2019-04-01
,s7404,962,1.9,2020-10-01
,s8161,655,3.3,2022-08-01
,s505,974,8.5,2021-07-01
,s8327,636,5.4,2023-03-01
,s8002,969,2.1,2022-11-01
,s48,388,5.6,2022-05-01
,s4400,225,5.1,2019-12-01
,s6885,118,6.0,2021-10-01
,s5956,897,6.0,2019-07-01
,s6970,551,6.8,2018-03-01
,s5895,442,5.5,2023-04-01
,s3559,295,2.8,2020-01-01
,s1410,399,9.0,2023-01-01
,s3193,268,7.7,2018-10-01
,s2124,244,2.6,2023-07-01
,s407,196,4.5,2020-09-01
,s2647,765,4.4,2023-11-01
,s3916,162,3.9,2021-08-01
,s5669,150,8.3,2020-02-01
,s1256,811,3.1,2023-12-01
,s3987,146,2.9,2023-09-01
,s2945,409,4.4,2022-06-01
,s7748,830,6.2,2019-05-01
,s5511,315,4.5,2018-12-01
,s7773,510,2.2,2022-08-01
,s2263,771,3.3,2020-03-01
,s738,946,2.3,2019-04-01
,s1222,674,1.1,2021-07-01
,s7895,537,4.6,2019-01-01
,s4059,651,9.7,2020-12-01
,s5755,934,2.9,2022-08-01
,s2986,160,2.7,2021-02-01
,s3659,589,1.0,2022-03-01
,s284,51,1.7,2021-07-01
,s5418,879,6.9,2019-11-01
,s2235,426,9.0,2019-01-01
,s1903,751,5.1,2021-11-01
,s2136,674,7.4,2022-03-01
,s3546,800,6.8,2021-01-01
,s6439,934,1.6,2022-04-01
,s2120,836,2.6,2020-06-01
,s2077,560,9.5,2023-02-01
,s8306,595,5.2,2018-04-01
,s5780,211,8.4,2020-04-01
,s3016,770,4.3,2022-11-01
,s5547,431,4.1,2019-01-01
,s3001,32,8.2,2018-05-01
,s6023,921,7.4,2019-08-01
,s1933,421,2.7,2020-12-01
,s2891,75,8.7,2018-02-01
,s2569,356,9.3,2022-03-01
,s8578,646,5.4,2020-08-01
,s3537,314,4.7,2018-05-01
,s5739,333,3.1,2021-03-01
,s360,391,7.5,2022-02-01
,s3060,487,4.1,2020-03-01
,s1237,62,2.2,2020-12-01
,s3053,486,7.4,2022-07-01
,s6873,317,5.9,2020-08-01
,s5026,231,3.0,2023-12-01
,s4318,763,3.6,2018-08-01
,s2306,332,2.1,2022-09-01
,s2980,834,3.1,2021-08-01
,s6804,600,1.6,2018-03-01
,s1931,506,9.5,2023-10-01
,s2768,843,9.0,2020-12-01
,s1621,360,1.8,2023-05-01
,s5347,422,7.5,2022-06-01
,s8798,933,1.4,2021-08-01
,s3236,271,9.0,2023-07-01
,s6751,674,5.0,2020-03-01
,s6517,217,3.3,2020-08-01
,s4746,220,1.9,2022-09-01
,s1405,27,6.0,2021-09-01
,s8440,266,6.9,2022-04-01
,s7065,574,9.8,2020-08-01
,s4789,160,7.7,2020-09-01
,s8588,241,5.4,2020-10-01
,s1001,303,6.2,2019-12-01
,s658,634,3.6,2018-07-01
,s2379,501,3.6,2020-05-01
,s2013,877,9.9,2019-11-01
,s1536,747,3.4,2021-06-01
,s3296,134,1.3,2020-05-01
,s7027,685,4.8,2020-07-01
,s2727,340,9.0,2023-01-01
,s3719,605,8.9,2021-12-01
,s7672,659,4.9,2021-10-01
,s5899,52,4.9,2022-11-01
,s2688,123,7.7,2021-10-01
,s3747,744,8.2,2021-06-01
,s2382,938,3.7,2019-03-01
,s2393,75,1.5,2023-10-01
,s2433,73,1.1,2022-04-01
,s5358,396,6.5,2023-12-01
,s3800,789,7.4,2020-02-01
,s4959,270,8.4,2022-07-01
,s2456,746,6.3,2018-04-01
,s6413,994,7.4,2018-11-01
,s7369,705,1.5,2022-05-01
,s6603,922,2.5,2023-04-01
,s4604,698,9.5,2020-08-01
,s3845,901,3.5,2019-07-01
,s4798,88,6.9,2018-07-01
,s7635,648,9.6,2020-12-01
,s3659,824,8.3,2022-11-01
,s5107,841,3.5,2023-08-01
,s7036,102,3.4,2021-03-01
,s4987,661,1.3,2018-09-01
,s8670,910,1.0,2021-06-01
,s3335,793,1.5,2020-10-01
,s4505,925,7.0,2023-08-01
,s43,879,6.2,2023-10-01
,s7405,427,6.1,2020-11-01
,s5071,318,3.6,2018-09-01
,s6348,978,3.8,2023-08-01
,s6531,710,7.5,2020-01-01
,s2915,691,8.1,2023-01-01
,s7105,656,6.7,2022-03-01
,s392,732,1.2,2020-06-01
,s6610,976,3.5,2021-08-01
,s8281,169,3.7,2020-05-01
,s4740,962,3.4,2023-09-01
,s4665,573,7.7,2023-09-01
,s7786,776,5.9,2022-09-01
,s3928,374,1.4,2022-02-01
,s6937,806,3.4,2022-08-01
,s6597,574,6.7,2020-07-01
,s6784,649,2.9,2023-06-01
,s3784,120,1.1,2018-06-01
,s2003,276,2.0,2020-11-01
,s4335,43,1.8,2018-06-01
,s384,865,1.5,2019-06-01
,s4479,44,4.3,2018-11-01
,s3426,163,4.6,2022-05-01
,s6145,195,2.8,2023-01-01
,s5685,127,7.0,2018-08-01
,s4251,617,4.9,2021-07-01
,s7918,101,7.4,2023-06-01
,s7078,944,8.3,2023-12-01
,s7744,977,5.5,2021-12-01
,s1922,734,6.2,2021-08-01
,s2692,148,6.1,2020-03-01
,s8744,638,7.3,2021-08-01
,s6259,200,2.4,2020-04-01
,s4497,564,4.6,2019-04-01
,s425,285,9.1,2023-06-01
,s3131,742,9.6,2022-01-01
,s2663,705,8.9,2018-03-01
,s3441,418,7.8,2022-01-01
,s5476,115,3.1,2019-05-01
,s8051,757,2.7,2021-10-01
,s430,690,8.6,2019-06-01
,s207,137,9.9,2021-06-01
,s7466,535,6.9,2021-07-01
,s7834,401,3.2,2021-02-01
,s6877,731,7.0,2019-09-01
,s4288,524,1.8,2019-02-01
,s4481,235,4.6,2021-10-01
,s8729,498,7.9,2018-01-01
,s4682,112,7.7,2021-05-01
,s4851,213,9.0,2019-05-01
,s967,771,8.2,2021-10-01
,s7701,694,4.8,2023-07-01
,s8068,415,5.2,2018-09-01
,s7286,161,6.0,2020-12-01
,s5017,400,3.3,2021-11-01
,s4479,345,8.8,2019-06-01
,s7643,497,1.0,2020-08-01
,s869,856,7.5,2019-05-01
,s7287,842,3.0,2022-01-01
,s6433,638,3.3,2019-11-01
,s1977,746,7.2,2018-02-01
,s2358,830,4.3,2018-02-01
,s5702,614,8.2,2022-01-01
,s4037,274,8.3,2018-11-01
,s6674,261,1.3,2019-02-01
,s5986,12,4.9,2019-09-01
,s2152,431,1.4,2018-05-01
,s2278,101,5.7,2022-10-01
,s8232,650,6.1,2023-12-01
,s3185,567,1.3,2023-01-01
,s4680,309,2.3,2023-11-01
,s4529,287,8.6,2021-04-01
,s7866,582,5.8,2020-02-01
,s6452,815,5.4,2020-12-01
,s1840,422,5.3,2018-03-01
,s4572,504,2.5,2019-06-01
,s1057,386,6.6,2022-01-01
,s313,486,1.8,2022-07-01
,s4672,756,3.4,2021-07-01
,s8531,314,2.0,2018-03-01
,s8210,615,8.7,2022-01-01
,s4767,71,9.6,2021-12-01
,s7594,604,5.7,2019-10-01
,s3304,51,8.0,2021-04-01
,s4568,800,5.0,2023-05-01
,s5157,298,8.2,2023-07-01
,s6006,573,4.7,2019-02-01
,s731,136,2.8,2019-10-01
,s186,103,8.7,2019-02-01
,s5833,327,1.1,2023-06-01
,s5395,34,9.5,2020-08-01
,s5090,398,1.2,2020-01-01
,s6043,12,9.4,2021-01-01
,s3041,780,9.8,2019-10-01
,s5842,635,2.0,2018-08-01
,s6942,298,2.2,2022-10-01
,s3617,307,2.6,2019-10-01
,s5848,809,7.9,2018-05-01
,s952,7,1.4,2023-03-01
,s6949,434,4.5,2020-11-01
,s3248,869,8.1,2022-11-01
,s1493,111,8.6,2019-07-01
,s3335,673,5.9,2022-12-01
,s8305,316,3.6,2022-09-01
,s3206,218,1.3,2022-03-01
,s499,71,4.5,2020-03-01
,s7160,953,7.8,2022-01-01
,s1643,209,9.6,2020-03-01
,s4154,887,1.1,2021-01-01
,s5673,83,9.0,2022-10-01
,s5881,546,3.6,2018-03-01
,s5995,713,5.2,2021-10-01
,s7559,407,8.1,2019-10-01
,s7600,868,7.9,2022-07-01
,s5518,550,4.1,2023-06-01
,s2894,990,1.6,2021-03-01
,s2684,470,2.9,2018-08-01
,s1671,643,1.2,2019-02-01
,s5736,644,3.9,2020-05-01
,s6355,512,1.3,2022-09-01
,s1007,131,9.3,2022-08-01
,s3808,355,5.0,2023-11-01
,s447,970,2.0,2018-08-01
,s907,57,1.6,2019-06-01
,s7556,24,3.0,2020-03-01
,s1242,54,7.7,2018-02-01
,s4773,453,8.9,2021-07-01
,s8234,568,3.1,2023-10-01
,s1241,629,7.0,2023-02-01
,s3019,362,7.5,2019-07-01
,s3508,599,3.8,2023-11-01
,s7498,709,5.8,2020-10-01
,s4123,127,2.6,2023-04-01
,s3185,316,5.5,2020-01-01
,s4661,677,5.1,2021-08-01
,s1525,702,1.4,2020-11-01
,s6288,872,8.8,2022-08-01
,s4885,949,5.8,2018-12-01
,s8571,397,7.5,2018-04-01
,s4247,139,4.9,2019-08-01
,s539,543,4.2,2021-09-01
,s4069,768,2.6,2021-10-01
,s8260,152,6.6,2019-03-01
,s1185,852,6.5,2021-07-01
,s3191,800,1.8,2022-04-01
,s5356,929,5.6,2018-06-01
,s3915,692,7.2,2019-11-01
,s4992,340,5.3,2020-05-01
,s8553,23,1.8,2018-06-01
,s6026,922,9.2,2022-12-01
,s4742,402,6.6,2020-02-01
,s597,824,3.8,2020-08-01
,s1450,86,3.7,2022-06-01
,s5581,357,2.0,2019-09-01
,s5061,202,5.4,2021-03-01
,s6715,688,6.8,2023-11-01
,s7210,768,8.8,2022-06-01
,s6187,20,1.2,2022-08-01
,s6603,332,7.3,2020-05-01
,s5912,90,9.8,2022-06-01
,s5862,738,6.2,2021-11-01
,s5125,858,8.3,2023-12-01
,s1451,160,6.3,2019-12-01
,s1983,528,2.3,2019-08-01
,s3201,57,1.4,2020-09-01
,s1313,987,5.9,2020-05-01
,s3141,284,2.8,2021-10-01
,s7650,631,8.1,2022-10-01
,s4768,712,8.6,2021-06-01
,s4967,514,6.8,2018-07-01
,s808,463,6.8,2018-08-01
,s757,512,4.7,2019-01-01
,s3300,371,3.0,2022-01-01
,s5622,368,6.4,2021-10-01
,s5071,286,3.7,2018-09-01
,s162,749,4.8,2018-01-01
,s384,204,7.5,2019-06-01
,s7312,816,10.0,2021-01-01
,s6496,85,1.0,2019-09-01
,s3705,23,3.3,2020-04-01
,s1179,979,9.2,2018-06-01
,s5152,889,2.7,2022-03-01
,s3974,631,1.1,2019-09-01
,s8712,72,3.7,2023-11-01
,s8252,493,6.5,2023-07-01
,s5975,87,7.2,2022-12-01
,s7745,286,3.4,2021-06-01
,s2275,33,7.8,2023-10-01
,s6535,984,1.7,2021-06-01
,s5734,649,2.9,2022-11-01
,s4715,875,1.5,2020-03-01
,s2262,963,4.0,2020-07-01
,s3851,824,6.6,2021-09-01
,s1779,381,9.7,2019-02-01
,s5557,744,5.6,2018-09-01
,s3892,279,6.0,2020-09-01
,s8592,2,2.6,2019-06-01
,s2005,768,3.2,2022-11-01
,s3162,371,6.7,2022-04-01
,s7750,242,8.0,2019-11-01
,s1945,644,4.5,2019-09-01
,s4366,810,7.0,2023-12-01
,s5945,984,6.3,2021-02-01
,s400,807,1.8,2019-10-01
,s6753,218,1.2,2018-06-01
,s3272,644,3.2,2021-05-01
,s5526,645,7.1,2023-03-01
,s7462,947,3.7,2021-01-01
,s3036,511,1.5,2020-09-01
,s3685,192,1.5,2020-07-01
,s7147,4,4.1,2019-07-01
,s6603,272,5.2,2023-07-01
,s4863,996,8.6,2021-09-01
,s2718,95,5.8,2018-07-01
,s3966,466,2.4,2021-12-01
,s397,519,3.2,2022-05-01
,s8230,763,7.1,2020-08-01
,s5198,77,9.5,2021-11-01
,s137,856,1.7,2023-01-01
,s4337,122,1.7,2021-01-01
,s85,217,1.4,2018-03-01
,s1483,514,6.9,2018-07-01
,s4555,778,5.1,2020-03-01
,s605,254,3.9,2019-07-01
,s2947,748,9.9,2019-01-01
,s6413,549,7.5,2023-11-01
,s979,284,4.3,2019-05-01
,s715,443,8.9,2019-12-01
,s156,581,2.1,2021-03-01
,s5022,811,2.2,2018-02-01
,s5951,987,3.4,2022-12-01
,s6706,483,3.6,2023-09-01
,s6073,609,5.4,2019-09-01
,s2335,345,3.4,2021-04-01
,s5647,62,2.0,2020-04-01
,s5929,236,7.9,2023-11-01
,s6000,184,7.4,2019-07-01
,s3740,238,2.8,2023-06-01
,s1497,746,5.8,2021-02-01
,s1168,419,4.6,2019-09-01
,s6996,382,3.2,2022-12-01
,s4589,571,7.7,2019-11-01
,s5423,638,6.3,2023-07-01
,s842,595,1.4,2021-08-01
,s526,203,5.9,2021-06-01
,s123,841,9.6,2018-05-01
,s5688,64,8.2,2021-11-01
,s8011,860,6.4,2022-02-01
,s6629,476,2.6,2020-12-01
,s2419,431,2.2,2021-08-01
,s4165,531,9.0,2022-03-01
,s3548,487,8.1,2020-12-01
,s5487,403,9.9,2018-02-01
,s8149,540,1.7,2023-01-01
,s5825,388,9.3,2021-08-01
,s5043,466,5.8,2021-12-01
,s3912,286,5.2,2018-05-01
,s5478,473,7.7,2022-02-01
,s324,213,8.9,2022-04-01
,s4177,954,5.4,2023-10-01
,s8741,173,1.6,2023-03-01
,s5076,766,7.2,2021-09-01
,s6222,146,6.4,2022-11-01
,s680,864,2.0,2019-03-01
,s6450,86,7.4,2023-03-01
,s1660,993,3.7,2021-10-01
,s3837,492,8.1,2022-12-01
,s5271,435,8.6,2018-07-01
,s7497,852,1.8,2020-09-01
,s7758,711,4.8,2023-09-01
,s4561,986,5.9,2022-12-01
,s591,173,9.6,2019-06-01
,s76,462,1.5,2019-04-01
,s5155,209,2.4,2022-10-01
,s577,279,8.5,2022-08-01
,s3253,966,4.5,2023-01-01
,s7435,964,7.3,2021-02-01
,s7397,398,7.9,2021-11-01
,s8166,693,2.0,2021-02-01
,s8648,366,10.0,2018-06-01
,s5540,934,9.1,2020-01-01
,s6140,311,1.5,2021-06-01
,s1087,734,8.2,2021-04-01
,s947,52,5.3,2019-10-01
,s4064,874,9.0,2018-07-01
,s7740,807,5.7,2019-01-01
,s3585,158,2.6,2019-09-01
,s4459,10,3.4,2019-03-01
,s5054,636,9.0,2021-05-01
,s6676,167,1.8,2020-08-01
,s7070,182,2.5,2019-06-01
,s7803,971,6.5,2019-05-01
,s2180,919,8.9,2020-11-01
,s5827,241,4.8,2019-05-01
,s1651,676,7.3,2019-06-01
,s7602,836,6.5,2018-09-01
,s1525,636,5.3,2018-05-01
,s5048,262,1.4,2023-02-01
,s310,519,9.0,2022-09-01
,s4627,704,7.8,2018-12-01
,s2707,492,5.8,2020-02-01
,s3375,543,9.4,2018-10-01
,s4761,670,5.2,2020-09-01
,s3115,698,3.0,2023-05-01
,s2916,391,7.6,2021-05-01
,s3768,844,4.8,2019-10-01
,s2059,545,3.7,2019-02-01
,s4537,606,9.0,2020-06-01
,s1392,593,3.1,2020-04-01
,s3915,461,8.3,2022-03-01
,s2232,380,7.5,2019-10-01
,s4025,887,6.9,2021-09-01
,s6063,992,7.2,2023-09-01
,s4284,102,9.8,2019-06-01
,s3358,294,8.0,2021-12-01
,s8694,990,6.7,2022-11-01
,s3743,231,7.2,2020-04-01
,s3721,892,8.4,2023-12-01
,s222,918,4.2,2020-11-01
,s7119,664,1.9,2022-02-01
,s1249,649,3.3,2023-09-01
,s8391,42,7.6,2018-06-01
,s3243,778,7.0,2020-11-01
,s5995,968,3.6,2023-03-01
,s7129,505,8.6,2019-12-01
,s4823,660,7.4,2023-05-01
,s5114,507,1.9,2022-07-01
,s7253,474,3.5,2019-05-01
,s8140,796,1.7,2019-11-01
,s4640,880,4.3,2020-07-01
,s3031,840,7.8,2019-07-01
,s7225,277,5.9,2021-04-01
,s5335,283,1.2,2022-02-01
,s631,984,8.1,2021-10-01
,s6864,919,5.7,2021-06-01
,s4621,392,4.9,2018-04-01
,s6256,90,4.1,2022-06-01
,s1901,828,6.9,2018-01-01
,s938,763,2.0,2020-11-01
,s7595,764,8.2,2023-08-01
,s3731,248,6.2,2022-03-01
,s6796,598,2.7,2022-07-01
,s1589,862,1.3,2023-07-01
,s1834,382,8.3,2023-09-01
,s5678,376,6.2,2022-08-01
,s5829,24,1.2,2019-08-01
,s4482,489,3.7,2020-01-01
,s950,867,8.1,2019-08-01
,s7690,676,8.9,2022-10-01
,s4641,656,7.0,2019-01-01
,s3868,814,6.0,2023-05-01
,s6078,404,5.6,2018-03-01
,s1269,680,7.2,2018-03-01
,s1162,84,3.2,2020-06-01
,s2948,972,2.5,2022-05-01
,s2902,154,2.4,2021-02-01
,s903,680,5.3,2020-07-01
,s949,388,2.9,2021-08-01
,s8226,918,5.8,2019-11-01
,s7955,253,10.0,2023-02-01
,s3147,810,8.1,2022-09-01
,s635,449,6.5,2019-09-01
,s5544,899,1.2,2018-09-01
,s1131,863,6.1,2020-12-01
,s2077,534,7.2,2021-02-01
,s7351,45,7.1,2023-01-01
,s8570,162,1.2,2022-11-01
,s8151,637,3.9,2019-06-01
,s4053,178,4.7,2020-08-01
,s50,75,1.1,2019-11-01
,s1550,80,2.6,2019-11-01
,s7329,829,1.3,2019-03-01
,s5632,879,6.2,2023-03-01
,s5835,24,3.1,2023-02-01
,s2311,253,7.3,2019-06-01
,s2348,296,6.2,2019-05-01
,s2992,911,6.7,2021-02-01
,s7933,744,7.8,2021-08-01
,s8261,790,3.5,2018-05-01
,s1980,775,9.5,2021-02-01
,s20,701,3.2,2023-01-01
,s7236,306,10.0,2022-10-01
,s1649,326,1.9,2022-04-01
,s6879,827,8.3,2023-01-01
,s2588,337,5.9,2023-06-01
,s4249,271,2.8,2022-03-01
,s4101,36,9.8,2022-12-01
,s1027,353,8.8,2023-09-01
,s3975,945,2.9,2021-05-01
,s274,349,9.7,2020-01-01
,s8758,579,3.7,2021-12-01
,s5009,633,4.6,2018-08-01
,s2527,912,7.3,2019-06-01
,s7481,594,6.1,2021-11-01
,s6843,205,1.1,2019-09-01
,s7317,458,7.2,2021-12-01
,s4133,274,6.2,2019-06-01
,s5909,385,3.2,2021-10-01
,s6110,879,9.8,2021-12-01
,s1012,195,4.9,2021-02-01
,s5225,735,1.4,2022-09-01
,s366,815,8.5,2021-11-01
,s4013,549,8.8,2021-11-01
,s3650,805,7.1,2018-04-01
,s2831,999,3.0,2021-03-01
,s7666,653,3.7,2023-11-01
,s5167,741,3.5,2022-12-01
,s6197,751,3.2,2020-06-01
,s2569,697,3.2,2018-01-01
,s8276,561,6.7,2023-04-01
,s216,899,9.5,2018-06-01
,s8676,608,4.7,2022-09-01
,s8347,498,1.3,2020-11-01
,s5988,744,3.3,2021-11-01
,s6735,506,3.2,2022-04-01
,s261,698,1.8,2019-12-01
,s7755,792,1.0,2022-05-01
,s5588,235,8.9,2021-12-01
,s4080,116,8.5,2019-07-01
,s6050,284,3.8,2018-10-01
,s3517,493,5.2,2019-08-01
,s6477,99,8.6,2019-01-01
,s4631,392,2.3,2023-03-01
,s8016,386,1.3,2023-02-01
,s3685,688,8.4,2020-01-01
,s1179,260,3.7,2018-11-01
,s2729,869,1.8,2019-12-01
,s8605,620,5.4,2018-01-01
,s3540,542,5.6,2018-08-01
,s8670,119,5.5,2019-12-01
,s2544,66,3.2,2022-02-01
,s3098,787,2.1,2021-03-01
,s3063,229,2.0,2023-01-01
,s845,146,2.9,2022-11-01
,s1235,457,5.9,2020-04-01
,s2945,224,1.2,2021-03-01
,s2953,107,7.5,2019-12-01
,s4843,655,4.2,2018-04-01
,s3215,332,5.6,2018-12-01
,s8299,699,1.5,2023-08-01
,s4174,815,1.6,2022-12-01
,s2652,467,1.0,2022-03-01
,s2848,367,8.8,2020-11-01
,s4101,372,5.7,2021-08-01
,s6942,77,9.3,2021-01-01
,s6379,151,5.4,2022-01-01
,s1074,787,2.4,2021-06-01
,s1076,902,4.1,2021-06-01
,s2998,375,1.6,2018-12-01
,s6480,438,7.6,2022-06-01
,s1270,780,9.8,2023-11-01
,s2493,90,3.2,2022-04-01
,s8349,621,1.8,2020-01-01
,s4833,799,5.5,2022-02-01
,s14,360,2.2,2021-05-01
,s8618,156,2.3,2023-12-01
,s7552,383,7.0,2021-03-01
,s5065,498,7.4,2019-11-01
,s8792,209,7.5,2019-01-01
,s2801,831,5.3,2021-05-01
,s6494,143,5.9,2022-02-01
,s2383,49,4.5,2020-07-01
,s1610,869,7.1,2020-12-01
,s7094,123,1.5,2018-06-01
,s8080,947,2.3,2019-12-01
,s5781,299,8.7,2021-09-01
,s1627,850,6.4,2018-07-01
,s7428,642,8.0,2022-02-01
,s782,233,8.6,2021-04-01
,s8257,33,7.1,2020-11-01
,s4962,259,6.4,2023-07-01
,s2853,263,3.7,2020-02-01
,s7607,851,3.8,2020-12-01
,s2023,306,2.8,2020-08-01
,s861,845,2.2,2019-11-01
,s8001,421,8.1,2022-02-01
,s438,101,5.5,2018-06-01
,s3375,112,8.7,2022-11-01
,s4429,659,9.4,2022-07-01
,s7938,964,2.9,2023-04-01
,s4200,483,1.9,2023-08-01
,s8347,927,3.9,2022-01-01
,s3514,281,5.8,2022-01-01
,s7686,609,4.6,2019-04-01
,s4230,150,5.9,2019-03-01
,s4798,116,8.4,2019-06-01
,s8777,631,1.8,2021-11-01
,s478,789,6.5,2019-09-01
,s813,126,3.7,2019-07-01
,s8369,818,9.4,2019-09-01
,s4739,864,6.7,2018-11-01
,s1642,208,1.8,2018-11-01
,s8018,998,3.2,2020-05-01
,s5520,783,5.2,2019-06-01
,s6531,632,9.2,2022-09-01
,s7083,729,2.1,2020-02-01
,s6653,276,7.8,2022-07-01
,s7108,224,2.8,2022-02-01
,s592,214,3.5,2022-07-01
,s4943,215,2.0,2019-05-01
,s542,241,1.5,2019-07-01
,s190,600,9.4,2023-02-01
,s2989,987,5.2,2020-12-01
,s4880,38,6.3,2023-03-01
,s3353,752,7.3,2020-03-01
,s3302,574,4.6,2020-10-01
,s6215,202,6.3,2021-10-01
,s1953,852,2.7,2018-04-01
,s3823,804,5.0,2022-04-01
,s5167,26,4.5,2019-10-01
,s4405,115,6.5,2023-08-01
,s1017,304,3.5,2022-01-01
,s6724,166,4.8,2020-10-01
,s7655,239,6.2,2022-07-01
,s6583,332,3.8,2021-11-01
,s3744,82,3.2,2022-05-01
,s5875,275,7.5,2020-06-01
,s7471,27,3.2,2020-06-01
,s8507,889,5.9,2019-12-01
,s3142,974,5.9,2018-11-01
,s2700,211,6.3,2018-03-01
,s6512,604,6.1,2018-06-01
,s4855,475,2.2,2022-06-01
,s3237,826,6.7,2019-05-01
,s6726,154,5.4,2023-05-01
,s971,277,8.7,2023-10-01
,s4082,603,9.0,2022-01-01
,s5800,848,8.9,2021-12-01
,s5842,615,4.5,2023-08-01
,s1517,811,9.7,2019-07-01
,s4501,718,8.0,2018-11-01
,s3647,223,7.6,2019-06-01
,s6222,592,2.2,2022-06-01
,s8049,20,5.4,2019-05-01
,s5386,772,2.9,2020-09-01
,s2705,220,8.2,2019-04-01
,s4169,186,8.8,2022-12-01
,s91,580,8.6,2022-04-01
,s2847,515,9.8,2021-03-01
,s6082,427,8.5,2023-04-01
,s4009,403,4.0,2018-02-01
,s1382,976,2.8,2022-12-01
,s7666,502,7.4,2021-08-01
,s315,10,1.2,2023-03-01
,s6580,130,6.5,2019-04-01
,s8522,400,9.9,2019-08-01
,s635,273,3.9,2023-02-01
,s6177,177,1.4,2018-12-01
,s8473,417,7.4,2022-04-01
,s3091,592,9.1,2019-10-01
,s1462,362,8.3,2023-09-01
,s1468,960,6.1,2023-02-01
,s880,114,8.7,2020-12-01
,s644,635,4.7,2021-08-01
,s51,754,6.7,2022-08-01
,s8640,301,3.3,2022-06-01
,s4086,183,5.1,2021-10-01
,s7621,265,9.4,2020-11-01
